cluster,lat,lon,canal,accion_sugerida,promedio_transacciones_red,clientes_afectados,departamento,provincia,distrito,perfil_top,oportunidad_clientes_nominas,pct_digital,ingreso_prom,edad_prom,diagnostico,%Participacion_General_BBVA,%Participacion_PN_BBVA,%Participacion_PYME_BBVA,Ranking_General,Ranking_PN,Ranking_PYME
699,-12.100857442184697,-77.02242681794566,atm,nuevo_punto,0.0,22504,LIMA,LIMA,SURQUILLO,Real,222,1,1,1,"[""Zona con 22.504 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 222 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.27,0.28,0.17,1272,1168,395
700,36.77625358907654,-119.41792912712268,atm,nuevo_punto,0.0,23154,LIMA,LIMA,VILLA EL SALVADOR,Real,0,1,1,1,"[""Zona con 23.154 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.26,0.27,0.14,1167,1107,329
701,-12.132298333309382,-77.00867989761194,atm,nuevo_punto,0.0,21131,LIMA,LIMA,SANTIAGO DE SURCO,Real,1,1,1,1,"[""Zona con 21.131 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 1 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.25,0.17,1048,936,388
702,-12.25357034193317,-76.90328684172012,atm,nuevo_punto,0.0,20403,LIMA,LIMA,LURIN,Real,0,1,1,1,"[""Zona con 20.403 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",,,,,,
703,-12.03348410406037,-77.08199680605841,atm,nuevo_punto,0.0,22477,LIMA,LIMA,SAN MARTIN DE PORRES,Real,37,1,1,1,"[""Zona con 22.477 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 37 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.25,0.26,0.06,1062,1069,152
704,-12.024500992310458,-76.94910990949917,atm,nuevo_punto,0.0,22624,LIMA,LIMA,ATE,Real,0,1,1,1,"[""Zona con 22.624 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.28,0.28,0.24,1315,1221,500
705,-11.961619210061087,-77.07741449928051,atm,nuevo_punto,6957.0,20166,LIMA,LIMA,LOS OLIVOS,Real,0,1,1,1,"[""Zona con 20.166 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.26,0.26,0.23,1177,1058,484
706,-12.05145032756019,-77.08657911283632,atm,nuevo_punto,0.0,20047,CALLAO,CALLAO,CALLAO,Real,158,1,1,1,"[""Zona con 20.047 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 158 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.25,0.25,0.15,1063,961,356
707,-12.028992548185414,-77.00867989761194,atm,reubicar,2273.0,19806,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Reubicar,0,1,1,1,"[""Zona con 19.806 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda REUBICAR ATM, no abrir un punto nuevo, por bajo desempeño de la red actual cercana.""]",0.28,0.28,0.23,1276,1186,478
708,-11.858313424937123,-77.08199680605841,atm,nuevo_punto,0.0,18644,LIMA,LIMA,PUENTE PIEDRA,Real,0,1,1,1,"[""Zona con 18.644 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.27,0.28,0.16,1242,1177,372
709,-8.395323845346752,-74.5892219188781,atm,nuevo_punto,0.0,18413,UCAYALI,CORONEL PORTILLO,YARINACOCHA,Real,27,1,1,1,"[""Zona con 18.413 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 27 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.34,0.35,0.23,1579,1549,480
710,-16.412751082141575,-71.52365868445966,atm,nuevo_punto,0.0,18852,AREQUIPA,AREQUIPA,AREQUIPA,Real,0,1,1,1,"[""Zona con 18.852 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.22,0.22,0.11,877,811,283
711,-15.873764377146966,-74.17223200208875,atm,nuevo_punto,0.0,18687,ICA,CHINCHA,CHINCHA ALTA,Real,0,1,1,1,"[""Zona con 18.687 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.25,0.26,0.22,1111,1020,473
712,-13.515697542795547,-71.97730705547225,atm,reubicar,456.0,21421,CUSCO,CUSCO,CUSCO,Reubicar,21,1,1,1,"[""Zona con 21.421 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 21 trabajadores no captados."", ""Se recomienda REUBICAR ATM, no abrir un punto nuevo, por bajo desempeño de la red actual cercana.""]",0.28,0.28,0.18,1300,1227,407
713,-14.086125138914841,-75.73021630657644,atm,nuevo_punto,0.0,18367,ICA,ICA,ICA,Real,0,1,1,1,"[""Zona con 18.367 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.27,0.27,0.24,1207,1099,493
714,-13.708834445418617,-76.19302929114485,atm,nuevo_punto,0.0,17312,ICA,PISCO,PISCO,Real,0,1,1,1,"[""Zona con 17.312 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.25,0.26,0.17,1100,998,398
715,-12.118823665684516,-77.00867989761194,atm,nuevo_punto,0.0,18006,LIMA,LIMA,SURQUILLO,Real,697,1,1,1,"[""Zona con 18.006 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 697 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.27,0.28,0.17,1272,1168,395
716,-5.219793841753507,-80.62870225215688,atm,nuevo_punto,0.0,18475,PIURA,PIURA,CASTILLA,Real,1,1,1,1,"[""Zona con 18.475 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 1 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.27,0.27,0.14,1225,1158,332
717,-6.818787733237517,-79.83138087280142,atm,nuevo_punto,0.0,20085,LAMBAYEQUE,CHICLAYO,CHICLAYO,Real,0,1,1,1,"[""Zona con 20.085 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.25,0.12,1039,965,302
718,-12.024500992310458,-76.90786914849802,atm,nuevo_punto,0.0,17940,LIMA,LIMA,ATE,Real,87,1,1,1,"[""Zona con 17.940 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 87 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.28,0.28,0.24,1315,1221,500
719,-4.900893374631696,-80.69743685382547,atm,nuevo_punto,0.0,16729,PIURA,SULLANA,SULLANA,Real,0,1,1,1,"[""Zona con 16.729 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.26,0.08,1015,1025,196
720,-12.055941883435146,-77.10949064672585,atm,nuevo_punto,0.0,17110,CALLAO,CALLAO,BELLAVISTA,Real,0,1,1,1,"[""Zona con 17.110 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.24,0.21,994,877,454
721,-7.160145979734104,-78.51167652076478,atm,nuevo_punto,0.0,18536,CAJAMARCA,CAJAMARCA,CAJAMARCA,Real,0,1,1,1,"[""Zona con 18.536 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.25,0.08,1018,940,204
722,-12.078399662809922,-76.91703376205383,atm,nuevo_punto,0.0,15012,LIMA,LIMA,LA MOLINA,Real,136,1,1,1,"[""Zona con 15.012 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 136 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.24,0.12,1017,909,285
723,-12.235604118433347,-76.91245145527593,atm,nuevo_punto,0.0,16316,LIMA,LIMA,LURIN,Real,168,1,1,1,"[""Zona con 16.316 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 168 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",,,,,,
724,-11.966110765936044,-76.9720214433887,atm,nuevo_punto,0.0,16647,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Real,0,1,1,1,"[""Zona con 16.647 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.28,0.28,0.23,1276,1186,478
725,-12.181705447933886,-76.93078068238755,atm,nuevo_punto,0.0,15190,LIMA,LIMA,ATE,Real,0,1,1,1,"[""Zona con 15.190 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.28,0.28,0.24,1315,1221,500
726,-13.53366376629537,-71.96814244191644,atm,nuevo_punto,0.0,17906,CUSCO,CUSCO,CUSCO,Real,186,1,1,1,"[""Zona con 17.906 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 186 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.28,0.28,0.18,1300,1227,407
727,-16.394784858641756,-71.53740560479338,atm,nuevo_punto,0.0,17471,AREQUIPA,AREQUIPA,AREQUIPA,Real,0,1,1,1,"[""Zona con 17.471 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.22,0.22,0.11,877,811,283
728,-12.16823078030902,-76.94910990949917,atm,nuevo_punto,0.0,16845,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Real,0,1,1,1,"[""Zona con 16.845 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.25,0.14,1029,932,333
729,-11.966110765936044,-77.0682498857247,atm,nuevo_punto,0.0,15476,LIMA,LIMA,LOS OLIVOS,Real,509,1,1,1,"[""Zona con 15.476 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 509 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.26,0.26,0.23,1177,1058,484
730,-11.993060101185772,-77.01326220438985,atm,nuevo_punto,0.0,15524,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Real,0,1,1,1,"[""Zona con 15.524 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.28,0.28,0.23,1276,1186,478
731,-12.16823078030902,-77.03159143150147,atm,nuevo_punto,0.0,15372,LIMA,LIMA,CHORRILLOS,Real,0,1,1,1,"[""Zona con 15.372 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.26,0.26,0.33,1145,1004,591
732,-11.930178318936402,-77.05450296539098,atm,nuevo_punto,0.0,14532,LIMA,LIMA,COMAS,Real,0,1,1,1,"[""Zona con 14.532 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.3,0.3,0.16,1387,1305,377
733,-15.487490571900828,-70.13063742397654,atm,nuevo_punto,0.0,14510,PUNO,SAN ROMAN,JULIACA,Real,0,1,1,1,"[""Zona con 14.510 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.31,0.32,0.21,1448,1431,461
734,-12.069416551060009,-76.93994529594336,atm,reubicar,1515.0,15022,LIMA,LIMA,LA MOLINA,Reubicar,20,1,1,1,"[""Zona con 15.022 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 20 trabajadores no captados."", ""Se recomienda REUBICAR ATM, no abrir un punto nuevo, por bajo desempeño de la red actual cercana.""]",0.24,0.24,0.12,1017,909,285
735,-12.136789889184335,-77.02700912472356,atm,nuevo_punto,0.0,14156,LIMA,LIMA,MIRAFLORES,Real,40,1,1,1,"[""Zona con 14.156 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 40 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.25,0.09,1045,943,230
736,-12.05145032756019,-76.95827452305498,atm,nuevo_punto,0.0,15619,LIMA,LIMA,ATE,Real,1,1,1,1,"[""Zona con 15.619 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 1 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.28,0.28,0.24,1315,1221,500
737,-12.011026324685595,-76.90328684172012,atm,nuevo_punto,0.0,14493,LIMA,LIMA,LURIGANCHO,Real,0,1,1,1,"[""Zona con 14.493 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.28,0.29,0.24,1328,1234,494
738,-16.399276414516713,-71.5511525251271,atm,reubicar,1259.0,13969,AREQUIPA,AREQUIPA,YANAHUARA,Reubicar,32,1,1,1,"[""Zona con 13.969 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 32 trabajadores no captados."", ""Se recomienda REUBICAR ATM, no abrir un punto nuevo, por bajo desempeño de la red actual cercana.""]",0.22,0.22,0.19,848,759,423
739,-6.041748566870286,-76.9720214433887,atm,nuevo_punto,0.0,13280,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Real,0,1,1,1,"[""Zona con 13.280 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.33,0.34,0.2,1533,1506,446
740,-12.0604334393101,-77.14614910094909,atm,reubicar,1104.0,15443,CALLAO,CALLAO,CALLAO,Reubicar,0,1,1,1,"[""Zona con 15.443 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda REUBICAR ATM, no abrir un punto nuevo, por bajo desempeño de la red actual cercana.""]",0.25,0.25,0.15,1063,961,356
741,-11.97958543356091,-77.0728321925026,atm,nuevo_punto,0.0,14293,LIMA,LIMA,LOS OLIVOS,Real,270,1,1,1,"[""Zona con 14.293 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 270 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.26,0.26,0.23,1177,1058,484
742,-11.916703651311536,-77.04992065861308,atm,nuevo_punto,0.0,14686,LIMA,LIMA,COMAS,Real,0,1,1,1,"[""Zona con 14.686 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.3,0.3,0.16,1387,1305,377
743,-8.395323845346752,-74.5983865324339,atm,nuevo_punto,0.0,14210,UCAYALI,CORONEL PORTILLO,YARINACOCHA,Real,0,1,1,1,"[""Zona con 14.210 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.34,0.35,0.23,1579,1549,480
744,-12.100857442184697,-76.94452760272127,atm,nuevo_punto,0.0,13272,LIMA,LIMA,LA MOLINA,Real,3,1,1,1,"[""Zona con 13.272 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 3 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.24,0.12,1017,909,285
745,-3.7735128500179655,-73.27409987361936,atm,nuevo_punto,0.0,14069,LORETO,MAYNAS,IQUITOS,Real,0,1,1,1,"[""Zona con 14.069 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.32,0.32,0.26,1496,1426,523
746,-3.760038182393103,-73.25118833972984,atm,nuevo_punto,0.0,14302,LORETO,MAYNAS,IQUITOS,Real,1011,1,1,1,"[""Zona con 14.302 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 1.011 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.32,0.32,0.26,1496,1426,523
747,-6.477429486740931,-76.38548617581685,atm,nuevo_punto,0.0,13770,SAN MARTIN,SAN MARTIN,TARAPOTO,Real,4,1,1,1,"[""Zona con 13.770 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 4 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.33,0.34,0.29,1559,1490,552
748,-14.04120958016529,-75.75312784046596,atm,nuevo_punto,0.0,12903,ICA,ICA,SUBTANJALLA,Real,0,1,1,1,"[""Zona con 12.903 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.29,0.29,0.29,1372,1268,556
749,-11.83136408968739,-77.12323756705956,atm,nuevo_punto,0.0,14736,LIMA,LIMA,LIMA,Real,0,1,1,1,"[""Zona con 14.736 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.23,0.23,0.27,929,822,529
750,-12.26255345368308,-76.8849576146085,atm,nuevo_punto,0.0,13302,LIMA,LIMA,LURIN,Real,0,1,1,1,"[""Zona con 13.302 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",,,,,,
751,-9.298126576212724,-76.00057240647284,atm,nuevo_punto,0.0,12876,HUANUCO,LEONCIO PRADO,RUPA-RUPA,Real,0,1,1,1,"[""Zona con 12.876 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",,,,,,
752,-12.150264556809201,-77.01326220438985,atm,nuevo_punto,0.0,10990,LIMA,LIMA,SANTIAGO DE SURCO,Real,81,1,1,1,"[""Zona con 10.990 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 81 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.25,0.17,1048,936,388
753,-12.302977456557674,-76.78414686549459,atm,nuevo_punto,0.0,12342,LIMA,LIMA,PUNTA HERMOSA,Real,0,1,1,1,"[""Zona con 12.342 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.18,0.19,0.1,672,615,249
754,-6.782855286237876,-79.84512779313513,atm,nuevo_punto,0.0,12999,LAMBAYEQUE,CHICLAYO,CHICLAYO,Real,0,1,1,1,"[""Zona con 12.999 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.25,0.12,1039,965,302
755,-11.121698261444486,-77.60896208551749,atm,nuevo_punto,0.0,12764,LIMA,HUAURA,HUACHO,Real,0,1,1,1,"[""Zona con 12.764 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.31,0.32,0.17,1462,1411,400
756,-12.25357034193317,-76.91703376205383,atm,nuevo_punto,0.0,11320,LIMA,LIMA,LURIN,Real,0,1,1,1,"[""Zona con 11.320 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",,,,,,
757,-12.037975659935324,-77.0682498857247,atm,nuevo_punto,0.0,10143,LIMA,LIMA,LIMA,Real,0,1,1,1,"[""Zona con 10.143 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.23,0.23,0.27,929,822,529
758,-3.557918168020123,-80.42708075392906,atm,nuevo_punto,0.0,12329,TUMBES,TUMBES,TUMBES,Real,0,1,1,1,"[""Zona con 12.329 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.25,0.26,0.1,1057,1001,259
759,-11.925686763061446,-77.06366757894679,atm,nuevo_punto,0.0,10871,LIMA,LIMA,COMAS,Real,0,1,1,1,"[""Zona con 10.871 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.3,0.3,0.16,1387,1305,377
760,-12.09636588630974,-76.98118605694451,atm,nuevo_punto,0.0,12603,LIMA,LIMA,SAN BORJA,Real,252,1,1,1,"[""Zona con 12.603 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 252 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.25,0.25,0.28,1104,968,538
761,-4.465212454761051,-81.03194524861253,atm,nuevo_punto,0.0,10016,PIURA,TALARA,PARIÃ‘AS,Real,0,1,1,1,"[""Zona con 10.016 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",,,,,,
762,-6.773872174487966,-79.84971009991304,atm,nuevo_punto,0.0,12216,LAMBAYEQUE,CHICLAYO,CHICLAYO,Real,0,1,1,1,"[""Zona con 12.216 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.25,0.12,1039,965,302
763,-16.37232707926698,-71.555734831905,atm,nuevo_punto,0.0,11824,AREQUIPA,AREQUIPA,CERRO COLORADO,Real,0,1,1,1,"[""Zona con 11.824 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.25,0.25,0.14,1084,985,338
764,-5.170386727128999,-80.68827224026965,atm,nuevo_punto,0.0,9602,PIURA,PIURA,VEINTISEIS DE OCTUBRE,Real,0,1,1,1,"[""Zona con 9.602 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.34,0.35,0.2,1569,1522,433
765,-3.7645297382680596,-73.26493526006355,atm,nuevo_punto,7818.0,10545,LORETO,MAYNAS,IQUITOS,Real,125,1,1,1,"[""Zona con 10.545 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 125 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.32,0.32,0.26,1496,1426,523
766,-11.975093877685953,-76.76581763838297,atm,reubicar,2514.0,9487,LIMA,LIMA,CHACLACAYO,Reubicar,0,1,1,1,"[""Zona con 9.487 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda REUBICAR ATM, no abrir un punto nuevo, por bajo desempeño de la red actual cercana.""]",0.28,0.28,0.14,1287,1184,334
767,-5.179369838878909,-80.63328455893479,atm,nuevo_punto,0.0,9649,PIURA,PIURA,PIURA,Real,1271,1,1,1,"[""Zona con 9.649 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 1.271 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.24,0.25,0.15,1040,951,345
768,-13.425866425296444,-76.13804160980999,atm,nuevo_punto,0.0,10237,ICA,CHINCHA,CHINCHA ALTA,Real,0,1,1,1,"[""Zona con 10.237 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.25,0.26,0.22,1111,1020,473
769,-12.020009436435505,-76.8941222281643,atm,nuevo_punto,0.0,9867,LIMA,LIMA,SAN MARTIN DE PORRES,Real,0,1,1,1,"[""Zona con 9.867 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.25,0.26,0.06,1062,1069,152
770,-12.04246721581028,-77.00409759083404,atm,reubicar,2797.0,9751,LIMA,LIMA,EL AGUSTINO,Reubicar,0,1,1,1,"[""Zona con 9.751 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda REUBICAR ATM, no abrir un punto nuevo, por bajo desempeño de la red actual cercana.""]",0.26,0.28,0.1,1175,1178,256
771,-8.25159405734819,-74.66253882732458,atm,nuevo_punto,0.0,10122,UCAYALI,CORONEL PORTILLO,YARINACOCHA,Real,0,1,1,1,"[""Zona con 10.122 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.34,0.35,0.23,1579,1549,480
772,-6.428022372116423,-76.84829916038527,atm,nuevo_punto,0.0,10068,SAN MARTIN,SAN MARTIN,MORALES,Real,0,1,1,1,"[""Zona con 10.068 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",0.35,0.36,0.24,1615,1560,490
773,-12.788065491052823,-76.57336075371096,atm,nuevo_punto,0.0,9470,LIMA,CAÃ‘ETE,ASIA,Real,0,1,1,1,"[""Zona con 9.470 clientes activos y muy alta concentración financiera."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda ATM para absorber el volumen de operaciones y mejorar capacidad.""]",,,,,,
