index,adr_department_name,adr_province_name,adr_district_name,OTROS,OTROS_BBVA,OTROS_BCP,OTROS_IBK,OTROS_NO PARTICIPANTES,OTROS_OTROS,OTROS_SCO,PRODUCTO PN,PRODUCTO PN_BBVA,PRODUCTO PN_BCP,PRODUCTO PN_IBK,PRODUCTO PN_NO PARTICIPANTES,PRODUCTO PN_OTROS,PRODUCTO PN_SCO,PRODUCTO PYME,PRODUCTO PYME_BBVA,PRODUCTO PYME_BCP,PRODUCTO PYME_IBK,PRODUCTO PYME_NO PARTICIPANTES,PRODUCTO PYME_OTROS,PRODUCTO PYME_SCO
1634,PASCO,DANIEL A. CARRION,VILCABAMBA,21919,280905,914054,3430,4299875,956041,268725,,650161,332528,137060,1353958,56435,260646,2000,,380091,,2011211,451684,143778
1635,PASCO,DANIEL A. CARRION,YANAHUANCA,109961,3182820,4785523,1032862,50436213,3386181,2449383,,6413605,4637103,2780253,17179019,1934986,2863232,72845,995714,1642106,,15855234,2348652,452691
1636,PASCO,OXAPAMPA,CHONTABAMBA,77414,893982,2621402,76717,28688202,2795764,741912,,2846558,5088995,1261034,6527173,1646589,789446,30097,,1800856,,15390289,3440180,82800
1637,PASCO,OXAPAMPA,CONSTITUCION,87030,1230353,464143,400049,66516273,2272346,699525,,617633,1305918,1279750,5718536,1054643,503196,23172,628476,610800,,25842563,3245298,160181
1638,PASCO,OXAPAMPA,HUANCABAMBA,123157,22943,2761444,239355,28454623,4594694,420706,,476787,1669844,665299,3293116,562912,89302,62309,,1242894,,12933596,4195406,6875
1639,PASCO,OXAPAMPA,OXAPAMPA,317818,25531568,33117696,3811353,94719464,17746128,7883787,,8799778,27839095,10161987,28772284,8487357,5424800,148951,7501553,12686692,,53422839,16562344,275467
1640,PASCO,OXAPAMPA,PALCAZÚ,63185,5634,1723964,521328,35220442,3799488,85807,,585717,1016456,1580161,3480331,867625,188975,,8,1332863,59192,8290126,1658265,
1641,PASCO,OXAPAMPA,POZUZO,45768,40357,4259316,28060,29954019,4034235,945908,,455623,2588195,270373,2355493,1085175,132488,1856,,1238293,,8828138,3068003,
1642,PASCO,OXAPAMPA,PUERTO BERMUDEZ,236407,2902399,5739896,447817,44250572,3050990,477291,,1266183,2498372,2356580,14445352,1382687,484396,2723,1552935,2336841,,16458854,4073034,155457
1643,PASCO,OXAPAMPA,VILLA RICA,262380,7624298,9309299,1639275,77659878,20450850,2082401,,5722358,5822508,5819487,16033604,5347118,2392990,26286,653149,6209582,,38083475,15354324,637320
1644,PASCO,PASCO,CHAUPIMARCA,761590,36797448,31853654,9203992,139233920,16513164,20893104,,43408243,29423997,18537066,66056400,10483354,18559280,163662,2941570,8101139,569573,58307111,11008519,2555972
1645,PASCO,PASCO,HUACHÓN,44038,419699,261141,24660,13170911,1814299,65109,,957155,1132583,489543,2410238,903212,301880,3372,16591,132245,,5871189,1418354,
1646,PASCO,PASCO,HUARIACA,68515,1370658,5223031,1043972,18265054,1650095,932528,,6572338,6522995,2104550,9526905,1523248,1589897,8941,10907,176113,11393,6114331,603293,
1647,PASCO,PASCO,HUAYLLAY,102980,3570469,4372074,1741267,18888611,2518069,3270954,,12444356,8682580,2529593,12038693,2178311,5381703,,458519,850567,,6925269,1111687,1060932
1648,PASCO,PASCO,NINACACA,80748,317699,17106081,7302,25829233,3222215,1639163,,2045579,1839361,463922,3579936,780433,517259,114705,24231,125610,,11457379,1504353,247546
1649,PASCO,PASCO,PALLANCHACRA,8835,718505,635552,561214,8547187,1387414,435115,,1974416,1228355,1197694,3040385,382603,611271,4397,1,165453,,4542359,900662,
1650,PASCO,PASCO,PASCO,,161424,514545,93610,1311766,94248,579330,,16100,1344928,358986,391115,63199,553262,,,,,501643,52136,
1651,PASCO,PASCO,PAUCARTAMBO,217055,21747779,50249383,385651,45763223,5025000,1642821,,2428802,3944933,1851905,8943417,2187846,1740731,61163,398039,908253,,24833356,4414507,813
1652,PASCO,PASCO,SAN FRANCISCO DE ASÍS DE YARUSYACÁN,155085,1351419,3563632,757542,16885432,1533335,1394601,,4400123,7366101,1572535,8293757,1463611,1860157,35025,67491,433818,,6471551,958246,
1653,PASCO,PASCO,SIMÓN BOLIVAR,289313,13208310,6767782,4453844,48872239,5247012,8162438,,20417763,11589620,7822869,28269372,4127592,6070300,1137,1062722,706619,62997,16547086,2662937,709281
1654,PASCO,PASCO,TICLACAYAN,49452,992498,727621,176893,10481581,1297152,989923,,3235337,1501041,807804,4238197,558176,1541219,,154822,26303,,4185560,1078378,
1655,PASCO,PASCO,TINYAHUARCO,155271,10899548,17756825,2227622,23418647,6321798,1974987,,9068374,23088985,3714237,12832201,3604167,2411444,,321090,781313,,9219706,801345,
1656,PASCO,PASCO,VICCO,51695,3438098,1085272,49679,18810455,2726468,2761623,,3680587,3521466,1053830,5342144,1444538,918183,4769,369028,435250,,7120162,1596017,289622
1657,PASCO,PASCO,YANACANCHA,826280,29048698,47009763,21489731,119157302,22951011,25261119,1000,56221636,46824839,34168706,83976535,21538780,22069505,91076,2309593,7426841,,41258406,8084916,2048601
1658,PIURA,AYABACA,AYABACA,980717,2565210,9086839,2127673,96014017,28048216,937657,,5104596,9322861,2205182,21981580,8848396,2857778,955026,182992,2327941,,27504108,16100690,147856
1659,PIURA,AYABACA,FRÍAS,322338,792110,1715117,255402,41422800,9060856,1046463,,2029179,5053158,1884938,6727300,3511673,2267437,346760,243480,363022,12559,11166023,6059741,86412
1660,PIURA,AYABACA,JILILI,150728,509031,263936,7514,9976266,1602542,62438,,948047,978480,294840,1389061,607329,359534,111879,92446,42560,,2335681,1199432,
1661,PIURA,AYABACA,LAGUNAS,86127,14679,607615,4146,10288168,2520183,12416,,478762,1097774,385514,1857663,897327,253534,62223,,221397,,2769590,1597631,
1662,PIURA,AYABACA,MONTERO,153083,169955,438772,281061,23910841,7130618,116050,,708321,1669281,525817,4684658,1963945,341959,229706,,20301,,6728166,3562274,
1663,PIURA,AYABACA,PACAIPAMPA,186888,456254,1326392,227960,39957172,4386032,342358,,1591696,2894546,711810,6134092,2797644,1432486,269217,,136125,,9509771,3238116,
1664,PIURA,AYABACA,PAIMAS,477241,525518,3733881,421213,49213026,12541495,207456,,964971,1870754,1228143,4819132,2134461,468303,498378,,811238,38072,11277916,6399686,
1665,PIURA,AYABACA,SAPILLICA,333405,169864,1099137,58799,21670479,4668652,56706,,851643,1396869,652360,2718593,1613263,540920,224645,,361787,,4940668,3635227,6909
1666,PIURA,AYABACA,SICCHEZ,169496,310335,1612564,18829,8054255,842702,12495,,635370,1351695,267358,1407993,622565,44201,143544,,27995,,2147755,909733,
1667,PIURA,AYABACA,SUYO,253953,622137,3315759,461674,43952847,7790081,665744,,1160247,3889046,1282916,7113800,2990145,817338,202524,151,1046428,,8482318,5422532,43337
1668,PIURA,HUANCABAMBA,CANCHAQUE,374368,938058,1718117,965007,28423276,4997020,269017,,2265502,2206261,2397921,6360244,5092526,831273,298391,,612238,204939,5952630,2628033,105877
1669,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,298411,130703,722078,512697,35432113,4282345,1309647,,895807,1497061,587742,4892249,2793593,1156235,295478,279906,368921,,8918058,2791926,327790
1670,PIURA,HUANCABAMBA,HUANCABAMBA,451419,1814111,12234067,2597416,162110115,21176400,1581568,,5492773,9771122,3809588,27067239,13648295,2290648,363065,205461,4438971,,45550755,14843413,62115
1671,PIURA,HUANCABAMBA,HUARMACA,235080,702112,3764941,912223,55368154,7745394,779009,,2460707,6407790,1237369,11496633,4249466,1089742,157854,228508,394929,,16050310,6437528,366178
1672,PIURA,HUANCABAMBA,LALAQUIZ,81522,920307,601135,28994,6657948,1225836,29556,,1476463,949699,276778,1349394,1065865,120448,100681,,,,1733326,692486,
1673,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,379931,212884,1383378,92858,35213950,6052079,881408,,1441457,2590144,964587,4210582,2798172,618389,282588,95617,284883,,8099242,3962047,
1674,PIURA,HUANCABAMBA,SONDOR,65246,83924,769667,46414,23219470,3818091,299504,,255983,2069940,495414,3080785,1796113,807941,18264,,145449,,6063640,2795608,
1675,PIURA,HUANCABAMBA,SONDORILLO,185416,101656,778969,39699,41562481,4327283,1128347,,625579,1687571,229405,3227044,938743,914651,329065,125757,734809,,12831188,4013585,116338
1676,PIURA,MORROPON,BUENOS AIRES,402630,115482,1416425,385345,32055750,9161659,220333,,1506248,1832931,1521784,5621795,4858799,864800,91845,,622211,32598,8570530,6762297,
1677,PIURA,MORROPON,CHALACO,67899,310707,767483,171995,17276041,1409319,715612,,1023311,1675371,870827,3051570,2351690,658046,52066,,64754,,3533360,1109799,169153
1678,PIURA,MORROPON,CHULUCANAS,5581749,8374801,32382156,7001712,388841215,87674133,15846280,,22674579,36828721,22792033,70566453,57208692,13494601,1259675,2169755,9600495,,81479023,53881042,4817730
1679,PIURA,MORROPON,LA MATANZA,596361,1306909,2062183,30617,43257749,7131202,1954892,,2038734,4460518,949820,6553752,3523322,801383,136228,61274,240652,,11578990,5577898,569496
1680,PIURA,MORROPON,MORROPON,27444,375,42994,4891,1446491,111949,,,59180,3545,67501,249864,342928,,,,,,110071,46996,
1681,PIURA,MORROPON,MORROPÓN,799789,1629657,5218243,3098540,68356391,9915561,1770203,,4057819,7288398,6831711,14507696,13933390,2518134,157955,313072,1742833,,14172118,7015616,242130
1682,PIURA,MORROPON,SALITRAL,494918,299284,1399409,596920,40144250,5184366,248277,,792783,1907766,1226496,5008342,3325892,324613,121272,44561,398951,,8949841,3061469,
1683,PIURA,MORROPON,SAN JUAN DE BIGOTE,226155,83397,389080,224775,22788618,2976004,428538,,417042,985518,513034,2351269,2151743,422223,177629,,359569,,4837023,2089591,316139
1684,PIURA,MORROPON,SANTA CATALINA DE MOSSA,25609,159282,616691,148279,5857392,1061665,92174,,493911,1156514,460279,913467,1672303,193724,,10,12233,,1599776,614591,
1685,PIURA,MORROPON,SANTO DOMINGO,32610,1117949,1412014,644183,13489364,2050197,344381,,1830680,2859667,1205372,4282588,3560595,762107,34633,,221922,,3024834,991094,43570
1686,PIURA,MORROPON,YAMANGO,168983,276416,1837139,68071,18242737,2952147,1145942,,1240006,2236827,1061693,2913493,1932339,329529,188319,1137,1313819,,5206764,2403723,185285
1687,PIURA,PAITA,AMOTAPE,125248,56569,861190,173397,8433655,1225150,73715,,461239,1391033,305784,2144960,889149,351168,241312,,208471,,1524610,850800,
1688,PIURA,PAITA,ARENAL,23810,261262,123888,15818,2426130,386862,39815,,171128,361641,182312,1187469,638305,288982,19651,,,,332850,165878,
1689,PIURA,PAITA,COLÁN,322988,1068154,2347664,2334374,41180877,6478946,1263043,,3045901,3905265,4956549,10696386,4896976,1694792,126274,76642,551639,20159,9404064,3832343,404781
1690,PIURA,PAITA,LA HUACA,735783,411173,2872292,984525,45074758,5149528,719568,,2495355,3830217,3283178,10701433,6312344,1115403,342833,219708,1274457,,8053340,2332618,
1691,PIURA,PAITA,PAITA,2665010,25534713,64711888,21659743,385381425,57375232,41007404,,65865206,64410012,51260146,109877880,64594574,35704332,915358,3001335,12428694,734910,77741357,22940062,5696110
1692,PIURA,PAITA,TAMARINDO,177859,1045594,589514,20280,14177640,2973581,177205,,1916715,2355605,551929,2665323,1485319,510739,486810,38138,235628,,3209930,1489003,43635
1693,PIURA,PAITA,VICHAYAL,95456,44460,513938,143502,14136284,2393161,155316,,601864,1794171,1150235,2386052,1672129,648602,43361,0,118785,,3495939,742680,
1694,PIURA,PIURA,CASTILLA,21498479,179219848,316062887,129866510,834230179,219183342,249740662,28987,278964545,339187228,267784593,291923761,377489921,130030201,8657184,7278501,19512720,1467813,144339462,63083420,23540350
1695,PIURA,PIURA,CATACAOS,8512306,16512992,49872213,13465626,272382580,82892876,22444164,,33429342,51140024,35909222,62700112,60432391,20710185,5399789,707389,7418301,391774,66566461,25293074,5137886
1696,PIURA,PIURA,CURA MORI,502976,1000555,3263435,395253,37426294,5478570,1871212,,3656171,4616117,2244699,6224698,2894726,2097618,902501,70798,667728,,16046511,4420184,99651
1697,PIURA,PIURA,EL TALLAN,114693,233366,7263026,620457,19460105,1619405,1020081,,1160117,1131111,777555,2152366,1333050,614020,205746,20000,29749,,6308021,1848708,
1698,PIURA,PIURA,LA ARENA,1065090,3348262,27838934,2710535,148511221,22265432,3963537,,7953967,12000051,8149613,19469908,14214988,4145746,817784,34952,1679155,40567,46358296,15417373,848110
1699,PIURA,PIURA,LA UNIÓN,1721772,5470838,13988617,4158001,217472542,27842999,8471213,,14416959,21163108,13770857,30903408,26912242,5532735,1047148,517506,3097123,68050,56965108,16551005,1550506
1700,PIURA,PIURA,LAS LOMAS,834079,2067008,9707839,2553595,153292119,19234002,4373211,2255,4652815,8129782,6761002,20326653,9403987,3773603,771082,704897,3310881,,36748743,13950436,462675
1701,PIURA,PIURA,PIURA,26440184,373225799,773621226,291504182,2089447016,421729792,386861966,15229,562947384,811390625,595461123,595834486,746853197,307971179,14549725,12443513,53118452,2821624,225310554,92373866,17150034
1702,PIURA,PIURA,SECHURA,232348,4916837,12122092,1633269,37892414,5258585,5695148,,1651658,10464929,3558489,6703565,5063250,2628171,204462,103135,3859976,,7786174,3134860,1270673
1703,PIURA,PIURA,TAMBO GRANDE,2565928,16604488,29579486,3160903,344242350,66774557,9423801,,15380527,31052708,15146291,60720695,34196642,9300453,1491247,3398443,10023959,263447,94776859,44031989,2513674
1704,PIURA,PIURA,VEINTISEIS DE OCTUBRE,5698130,37275059,62018008,39808762,267299875,81365549,22610213,,107671919,80967361,91049090,108479184,132986742,31671564,3222342,3658830,9618520,410779,42602789,17256564,4830934
1705,PIURA,SECHURA,BELLAVISTA DE LA UNIÓN,230560,62374,1399583,498365,29800112,3284493,152640,,1075924,2020619,1716174,4199088,3174230,276771,206926,,267597,12563,8272704,2661576,
1706,PIURA,SECHURA,BERNAL,218602,212085,1246528,51366,43535149,4196489,850556,,1011481,1923776,611209,4144409,2383385,176128,199918,,609086,,9366378,2942449,
1707,PIURA,SECHURA,CRISTO NOS VALGA,214950,112013,675660,58822,23313696,2446593,74009,,822737,837679,428985,1653277,1507514,97508,172951,,150704,,4769563,1313501,
1708,PIURA,SECHURA,RINCONADA LLICUAR,91790,29868,545687,52032,22149381,2467622,143630,,560053,1340950,519120,2548828,1531173,288210,74898,,379727,,5199817,1102569,157324
1709,PIURA,SECHURA,SECHURA,1188121,3618838,15016463,2925997,257902921,30302504,5310917,,10279275,28738358,9621565,22701962,16490204,4994580,832987,360957,6975878,181844,52572243,24569458,1575215
1710,PIURA,SECHURA,VICE,369769,354325,2957394,618409,91034453,9836997,1795055,,2076487,5315478,1763460,8163431,4461628,1202998,415252,496088,872588,28031,21857192,6272230,330281
1711,PIURA,SULLANA,BELLAVISTA,8010008,6515552,20324863,7996587,223942763,30548564,14688375,85,16797805,20053394,24872423,57882517,43527553,12190154,2765189,1378959,4601761,141560,40144429,10938824,2969118
1712,PIURA,SULLANA,IGNACIO ESCUDERO,1699690,609312,4278013,743120,96907310,12852934,848703,,2144949,5806914,2554402,12948523,7639743,2510243,1304209,128101,1023118,,15288922,9068996,102517
1713,PIURA,SULLANA,LANCONES,499365,185837,958966,86080,36225416,4626070,477447,,853726,2481958,1133706,4698871,2906212,805020,666349,,273029,,9917928,3387481,102488
1714,PIURA,SULLANA,MARCAVELICA,3353566,6205803,7120442,1925197,113396089,14767967,3775945,,8079863,10073688,8443323,21026547,14358636,4118168,1235589,466549,692943,98491,29540909,8260256,274765
1715,PIURA,SULLANA,MIGUEL CHECA,821946,629683,783479,393945,24369795,3236358,1012507,,2275162,1695368,1521450,5634356,4378297,704235,268800,,822178,,5870403,1676716,98780
1716,PIURA,SULLANA,QUERECOTILLO,2981871,1587504,6220861,2380513,83342892,14310885,1940224,,5149212,8066405,6681269,18998000,13825881,3512149,1109686,71911,1448801,,19770052,6464369,286936
1717,PIURA,SULLANA,SALITRAL,912469,1204435,724359,591364,26030026,4492765,1574280,,3960128,2608427,3934815,9013027,8193558,3750384,136334,19713,132083,,5690678,1539420,182410
1718,PIURA,SULLANA,SULLANA,29329779,83852379,201890050,59828663,1043420612,206305377,123490807,,159081348,166871339,175210269,342176445,302440039,114601606,10624856,5694959,49763883,1554664,208098122,63961649,16469555
1719,PIURA,TALARA,EL ALTO,258058,1082342,8751026,1370644,38796648,5843792,2729370,,3049632,6893380,5572102,9163137,4749348,3297294,164547,,226874,,4417482,2113529,83023
1720,PIURA,TALARA,LA BREA,285616,2678598,7788128,4242442,49630422,6287722,10522649,,6426693,11606081,9880105,17537067,9489775,8095864,38679,39517,448739,43672,5528536,1308196,
1721,PIURA,TALARA,LOBITOS,50839,102217,520042,626616,8989649,451071,631222,,501553,833230,1391587,2228270,745550,1612424,31285,,,,874628,108263,
1722,PIURA,TALARA,LOS ORGANOS,394493,890919,5052292,3120981,55517002,7647230,3182983,,2680234,7434582,5928834,10925530,5540248,2696676,303938,226617,1185924,,7813109,4228621,158210
1723,PIURA,TALARA,MÁNCORA,687180,2317130,16307723,2407459,93253724,9470868,5026559,,3445636,10610742,5365069,13543487,4184372,2708289,430874,106198,3319219,222,11622471,7680218,1319273
1724,PIURA,TALARA,PARIÑAS,4047016,42765440,200219923,50752613,490541852,60715346,57028647,28923,85193885,100593024,109913706,154918227,81464706,65659833,1658484,1311306,12140856,460579,68986465,14728405,3032372
1725,PIURA,TALARA,TALARA,311219,1595785,8789568,2602793,15612956,3382023,5249598,,2082412,7755274,5428162,9447258,5698795,3977188,31115,20000,1126476,,2528550,558358,362310
1726,PUNO,AZANGARO,ACHAYA,337992,393274,388262,373665,17496850,5346089,1155580,,1171487,1721499,751394,1852194,746435,374300,65802,,415971,,12365225,2991442,488715
1727,PUNO,AZANGARO,ARAPA,265529,264072,1152916,224297,28193971,5025228,2609744,3446,2240391,2485626,1103692,3356384,530913,635291,148523,133029,2571,,13918529,3639649,336128
1728,PUNO,AZANGARO,ASILLO,1132711,2589151,4282293,2066229,45956908,11061331,1002054,23611,6645667,7728067,2947800,7947156,1099531,1986713,347782,134303,500899,,36736589,6337019,
1729,PUNO,AZANGARO,AZANGARO,1853884,8149449,9205401,3734811,68465317,16920502,4327851,7410,19381507,20822077,12221463,44133373,4386725,6895770,445289,,1462989,,57575769,10096993,262510
1730,PUNO,AZANGARO,CAMINACA,141577,257544,1158667,29227,18236803,4179145,36108,,622418,2012411,337557,1287514,290077,565791,22204,75327,207183,,12637326,2377249,
1731,PUNO,AZANGARO,CHUPA,110680,195796,1314521,543661,14123195,3738478,670205,,1774150,3655780,2587363,4899735,283211,740463,48926,11,402612,,10677344,1751883,196743
1732,PUNO,AZANGARO,JOSÉ DOMINGO CHOQUEHUANCA,205836,564108,2691331,434162,12476072,3022802,30147,,1601831,5167960,314587,2256880,318206,545358,52688,180000,139860,50002,9794491,2386270,
1733,PUNO,AZANGARO,MUÑANI,204827,215408,3835676,48371,14680332,2139122,908005,,1560220,5458180,307355,1740249,309920,1332191,37739,26332,81986,,9911437,1291202,
1734,PUNO,AZANGARO,POTONI,103542,290530,264134,3429,8169467,1527645,24454,3642,1078496,1351023,276986,1258908,152536,121634,39407,101082,171752,,6204703,1088375,
1735,PUNO,AZANGARO,SAMAN,495750,1453635,5199513,393337,49543834,9656748,590510,,2325186,8052654,818638,2455450,761952,1155587,138505,,179265,,31335201,6560652,
1736,PUNO,AZANGARO,SAN ANTÓN,305732,924521,1474555,999840,12834417,4119512,307930,160,3807717,5126688,1439041,2096068,302355,1628744,76348,584670,755553,,12760067,2674590,
1737,PUNO,AZANGARO,SAN JOSÉ,194354,817499,394772,437473,8087266,1283943,69936,609,1601411,2004206,692263,1352812,244236,88222,21107,,8073,,6680770,771713,
1738,PUNO,AZANGARO,SAN JUAN DE SALINAS,169937,74906,2268698,843011,9977091,2117831,30930,198,433932,3555325,1262787,2905039,160898,303685,17555,,286422,,8288762,1322609,
1739,PUNO,AZANGARO,SANTIAGO DE PUPUJA,124725,780784,3445099,805248,10664462,2494596,79648,,2071251,6603979,1653307,2936146,538123,966943,14792,,160050,,8234700,2029736,
1740,PUNO,AZANGARO,TIRAPATA,235672,181727,948315,15108,8278081,1177865,477221,2791,649836,1487811,247553,885310,309970,32284,35349,,174250,,4118640,651977,251270
1741,PUNO,CARABAYA,AJOYANI,195513,690246,658686,106359,6588096,1496276,391124,,4750653,1718009,583061,1430195,133882,308447,97063,212495,400662,191417,6987975,1904509,106179
1742,PUNO,CARABAYA,AYAPATA,219227,9780,1369771,54870,6372916,3679621,4631157,,481980,2946614,215935,1558566,249533,3070470,72281,,514650,,9196226,2467085,420
1743,PUNO,CARABAYA,CARABAYA,,,,,,15900,,,,,,,,,,,,,,,
1744,PUNO,CARABAYA,COASA,1928,380198,1447714,899593,8475080,5078131,1153966,,1035306,4861782,1354928,1949847,220752,120244,3553,,200273,,10729642,4273906,
1745,PUNO,CARABAYA,CORANI,238110,225450,825072,1235095,10302244,1990963,26869,,379285,2241987,777890,1074213,92988,124194,67596,46826,76518,,6729762,1252350,
1746,PUNO,CARABAYA,CRUCERO,496008,1264216,629963,119200,11553926,6101347,354120,,2542159,3447987,914257,3539033,185917,235833,161853,35158,440962,130989,13404457,5280370,
1747,PUNO,CARABAYA,ITUATA,329320,12532,2892379,27357,11476608,4308348,4062244,,503578,4472175,181102,1568763,74974,194251,119097,,50520,,14251414,2868949,
1748,PUNO,CARABAYA,MACUSANI,525359,429942,6165120,931591,26498453,13202966,771200,1446,3124495,10017111,3456734,11154200,1854192,1450339,187453,630994,872451,,28627006,8310410,82430
1749,PUNO,CARABAYA,OLLACHEA,134768,654361,2377515,186428,6253964,2757685,92866,,2047668,2142559,605048,1332047,298694,581168,112498,236374,559900,,8209904,1404575,
1750,PUNO,CARABAYA,SAN GABAN,121609,169123,2850779,526907,16212842,5513085,600269,,1607529,5363945,838585,3005052,360259,400712,77780,114279,1743206,,17278031,3646205,
1751,PUNO,CARABAYA,USICAYOS,13023,881186,284461,12884,2481065,637706,1915,,1138466,930088,133776,864266,53997,372508,4114,,20031,,2353232,311761,
1752,PUNO,CHUCUITO,CHUCUITO,,,11,,47694,,,,,226,,49445,5600,,,,,,,,
1753,PUNO,CHUCUITO,DESAGUADERO,379534,3704857,7534244,999884,45759321,21595032,7907898,2806,3028829,5660339,2538546,6080536,1286342,1753232,184382,1166556,1923586,,40338639,12698227,1538812
1754,PUNO,CHUCUITO,HUACULLANI,48647,11329,2437892,808706,9928029,1838166,205142,5507,393279,3368538,1586341,3307528,249055,201206,22335,,11517,,4858715,1543197,16066
1755,PUNO,CHUCUITO,JULI,1970226,3555571,7118723,2440605,54037941,32645082,20185487,14029,8717442,12299672,5654391,20418666,3638206,4175423,487113,45406,523214,,35617279,17875759,371484
1756,PUNO,CHUCUITO,KELLUYO,194046,2917,587061,234509,25943941,4703859,837412,6335,261837,969026,670295,2646789,81754,439475,40911,,331249,,11509203,2994530,
1757,PUNO,CHUCUITO,PISACOMA,63039,13332,184372,19740,3861455,1604535,473166,478,995302,834599,167046,936944,43144,686006,14339,,,,3700672,1174501,
1758,PUNO,CHUCUITO,POMATA,663889,261759,3494569,122083,28774538,15320386,4309531,4030,2729371,7068955,2046898,8388859,748553,2786986,145269,,877218,,21554475,8514789,163082
1759,PUNO,CHUCUITO,ZEPITA,537016,2408358,1398503,449725,29862345,13510218,2804638,4474,4327561,5075405,1625120,4812291,1044827,3050643,109483,81356,229138,,26429294,6714798,13613
1760,PUNO,EL COLLAO,CAPAZO,18921,59118,682913,3726,2241542,286216,7384,5452,420710,308327,137845,109848,24245,65073,,,,,1183319,181958,
1761,PUNO,EL COLLAO,CONDURIRI,131444,4060,1050825,55215,5340033,1682279,895385,31715,328313,1263911,173839,1124279,341991,471412,,,167238,,5097997,1458040,47539
1762,PUNO,EL COLLAO,EL COLLAO,,,,,23128,8906,,,,,,,,,,,,,27023,6222,
1763,PUNO,EL COLLAO,ILAVE,3921802,3557091,12381707,3936723,180317525,55529843,8532336,11671,11030762,18980680,12266456,35975678,5372192,9046275,1160645,414085,3621698,48283,126829473,40178170,2730206
1764,PUNO,EL COLLAO,PILCUYO,668492,1455291,416532384,1143295,40432242,11621121,1071585,,2612381,5395107,1979174,5560942,1218738,1546414,150343,607750,1253790,,21683822,6315193,
1765,PUNO,EL COLLAO,SANTA ROSA,118861,3707,1444421,11003,6907525,2117092,393340,,292770,3748676,433280,1274757,159905,200193,31840,,8651,,5389516,1763459,
1766,PUNO,HUANCANÉ,COJATA,61538,12793,315736,552180,14037561,3770991,553385,,619401,1506178,799184,1405972,72233,605826,23106,,75158,,9674630,2630801,
1767,PUNO,HUANCANÉ,HUANCANÉ,953856,3309938,6301664,4451546,42144189,16972255,2994547,,10930374,9944813,11129241,24557440,4826181,6217663,145337,4952,443829,32884,36623130,9609693,239422
1768,PUNO,HUANCANÉ,HUATASANI,89463,946057,190729,6948,9133057,2346324,150154,,953759,1182098,206954,861990,89448,456112,20424,,,,5589081,1595477,
1769,PUNO,HUANCANÉ,INCHUPALLA,25125,135104,1287694,52158,7187675,1799084,583316,,778104,1480505,183013,1346286,240283,554965,4173,,,,6447700,1444152,
1770,PUNO,HUANCANÉ,PUSI,158263,25454,361336,340412,13922935,4535204,327856,,753264,1110043,489203,1996466,154232,356297,13542,113370,480474,52079,10394095,2436039,137975
1771,PUNO,HUANCANÉ,RASASPATA,198533,36410,1121377,22976,9250815,3549689,278881,,607058,2160711,839486,1937753,558912,389483,21365,,18771,,7595478,1606252,
1772,PUNO,HUANCANÉ,TARACO,639697,705521,1986058,552352,80223796,11221626,1920708,22289,3973657,5150615,3417273,7523815,1329924,3013369,71007,,444701,9865,34201134,5401066,
1773,PUNO,HUANCANÉ,VILQUE CHICO,479413,1178479,6007516,1554377,20534891,5796299,1459689,,2340345,6193295,3189875,3608259,659892,1012004,98878,,642114,,15931891,3518420,
1774,PUNO,LAMPA,CABANILLA,240481,1252270,1927352,30199,19049952,4257946,559391,,2963583,2436365,391889,2249740,640829,762803,68422,52884,694542,,8221754,3118776,
1775,PUNO,LAMPA,CALAPUJA,222034,27333,350589,120813,8315712,2174816,703527,,506522,445375,375321,839725,96598,161561,31739,,183005,,5885623,1308715,220078
1776,PUNO,LAMPA,LAMPA,187112,4196425,3538253,565916,34356539,7046947,1451609,,7149541,6070993,3804381,19619497,2465647,1660293,31444,184748,429404,17283,17397867,4491692,82095
1777,PUNO,LAMPA,NICASIO,111586,112439,659918,53954,11922785,1515310,145760,830,371605,511102,534323,1756630,255443,251976,61538,,88795,,5725906,1104734,
1778,PUNO,LAMPA,OCUVIRI,118507,43227,860546,15432,9250648,1065760,99127,,565413,2074647,297553,1787770,169980,304555,73491,,6234,,3329668,936017,
1779,PUNO,LAMPA,PALCA,26841,55090,77942,2871,5648670,1094393,37052,,307795,1085861,74882,1552107,115085,196095,,,27943,,3800461,1012666,
1780,PUNO,LAMPA,PARATÍA,98896,370631,1186569,22661,3791093,1774944,16407,,912828,1054323,180604,1035925,155053,236635,,,72303,,2653840,713197,
1781,PUNO,LAMPA,PUCARÁ,501355,449563,787467,417230,30327352,3012204,109434,,1787190,2269189,845481,3858724,375557,419567,180595,,61785,,12964734,2056570,
1782,PUNO,LAMPA,SANTA LUCÍA,161525,527901,1948377,783430,17538856,5650476,853471,,5401509,4478037,1642980,5169178,1135988,852847,25563,,23857,,9317537,4430877,
1783,PUNO,LAMPA,VILAVILA,19655,72190,100207,20522,2027337,335455,12494,,505012,491595,52200,600660,80754,176399,,,176795,,831511,53229,
1784,PUNO,MELGAR,ANTAUTA,576596,4252739,4535212,432582,14479044,4456918,126944,2241,14265579,7090471,1485820,3929793,572452,820734,229357,1884733,1457681,,14525591,3672438,
